title;body
"
Desarrollador UX
";creditú es una administradora de mutuos hipotecarios endosables: otorga créditos hipotecarios a clientes individuales que necesiten comprar una propiedad, que a su vez son financiados por la venta de mutuos a clientes institucionales (inversionistas).con total apoyo de la gerencia, creditú se encuentra en plena transformación digital. esto es relevante porque significa que en la empresa no hay stoppers que impidan un flujo de trabajo ágil.se está desarrollando un producto digital, en torno a los siguientes lineamientos: concebido de cara a sus usuarios (clientes institucionales, clientes individuales, ejecutivos backoffice). si algo en el proceso se puede automatizar, se va a automatizar. el producto es el sistema, y el sistema es el producto. cualquier cambio en el proceso implica un cambio en el sistema y por lo tanto un cambio en el producto. no es una plataforma de plan de recursos empresariales (erp), sino que el proceso y la operación ocurren a través de la plataforma. nuestra cultura 🏆 en creditú trabajamos con filosofías agile y el framework large-scale scrum. el equipo de pagos es multidisciplinario, eso significa que está integrado por profesionales que deben hacerse cargo de todo el ciclo de vida del producto. el equipo de pagos es auto-organizado, eso significa que en lugar de recoger requerimientos desde otros departamentos o desde la gerencia, el backlog del producto se va poblando según lo que el equipo reconozca necesario hacer para ir incrementando el producto.¿qué tendrás que hacer? 🤔· concepción de los requerimientos del producto. ·recoger dolores y necesidades de los usuarios del producto.· diseño, desarrollo e implementación de las características del producto.· despliegue de software.· aseguramiento de la continuidad de negocio. ¿cuáles son los requisitos? 🧐 tenemos una filosofía más bien de incorporación y aprendizaje, o sea que no creemos que sea necesario que conozcas o seas experto en alguna herramienta o tecnología específica porque finalmente un profesional que se incorpore a la dinámica de trabajo y que esté interesado en la evolución del producto, eventualmente las termina dominando.esperamos que tengas conocimientos y al menos 2 años de experiencias laborales relacionadas con:· diseño de interfaces y maquetas· experiencia de usuario· experiencia programando en frameworks de front como react, vue, svelte, angular, etclas habilidades que estamos buscando reforzar dentro del equipo en este momento son:· diseño de soluciones orientado al usuario· desarrollo front-end estas son las herramientas que estamos usando actualmente 🔨⚙ es deseable que las conozcas:· amazon web services para infraestructura.· vuejs para webapp y frontend.· nestjs para api rest.· python y nodejs para funciones en la nube sobre aws lambda.· gitlab para repositorios de código y wiki.· drone.io para integración continua.· trello para backlog.· whimsical y figma para prototipado.puntos extra: si tienes habilidades para el diseño. ¿por qué trabajar en creditú? 🤩 · en creditú no tenemos un área ti, porque somos un equipo de producto. no existe un cto y las decisiones técnicas recaen directo en los equipos.· tampoco tenemos product managers, sino que la responsabilidad de explotar el producto también recae en los equipos.· los equipos son features team, dueños de procesos de punta a punta.· no es necesario obtener autorizaciones para hacer cambios en el código. basta con un pull request y revisión de pares. en creditú los equipos tienen libertad para diseñar e implementar soluciones😎💻🙌 flexible hours flexible schedule and freedom for attending family needs or personal errands. internal talks creditú offers space for internal talks or presentations during working hours. life insurance creditú pays or copays life insurance for employees. computer repairs creditú covers some computer repair expenses. computer provided creditú provides a computer for your work. informal dress code no dress code is enforced. recreational areas space for games or sports. remote work policy temporarily remote during covid-19 position is remote only during covid-19-related restrictions.
"
Desarrollador Angular
";somos una empresa joven dedicada al desarrollo de software, principalmente para el sector de seguros. casi todos nuestros proyectos son desarrollados con .net en mvc y wcf pero no nos casamos con una tecnología por lo que tenemos experiencia con j2ee en distintos sabores y frameworks de desarrollo front end.tenemos música todo el día y cada uno aporta con algún tema o grupo curioso. se trabaja en un ambiente colaborativo donde todos pueden opinar. mantenemos un organigrama horizontal donde solo hay responsables de cara al cliente y ayudan a mantener las actividades ordenadas. tenemos un sistema de evaluaciones anuales, donde se evalúan las capacidades de cada uno para aumentar o mantener sus responsabilidades. ¿qué están buscando? serás asignado como desarrollador para proyecto en el área de seguros y salud, deberás hacer un poco de análisis, desarrollo front y revisar la calidad de tus entregables mediante pruebas unitarias o integradas, todo dentro de los plazos acordados con tu líder o analista.interactuarás con otros desarrolladores, analistas y líder de proyecto.tus actividades las coordinará un líder de proyecto o un analista, pero siempre debe estar presente la proactividad y el éxito del equipo de proyecto.tendrás apoyo técnico y funcional de tus compañeros de equipo y del resto de la empresa. y ¿qué conocimientos debo demostrar? necesitamos que seas seco en angular desde la versión 5 en adelante, lo que involucra que sepas javascript, algo de jquery, css, bootstrap.deseable que tengas alguna habilidad para recortar, achicar o agrandar alguna imagen, manejes svn o git, tomar datos de servicios rest o apis en general, sepas implementar un state tipo redux o similar, sepas diferenciar un get de un post o un 401 de un 200.nos encantan las personas con proactividad, adictos a stackoverflow y a googlear cuando quedan cortos en lo que conocen. ¿hay algún punto extra? sí, si eres capaz de gestionar tus tiempos y eres full orientado a los objetivos, tendrás ventaja frente a otros que no tengan estas capacidades. no todo es plata ¿qué más ofrecen? prepandémia ofreciamos muchas cosas, hasta abrazos gratis, pero este covid nos dejó cortos en lo presencial. pero siempre tratamos de estar presentes… en tu corazón.por mientras, nuestros beneficios incluyen caja de compensación, día libre de cumpleaños y cambios de domicilio, trabajo 100% remoto, te pasamos pc gamerde gama alta y varias otras cosas que se le ocurren durante el año a nuestra área de bienestar
"
Front-end Engineer
";"we are belvo, a financial api platform for latam that enables any company or developer to access and interpret their end-users' financial information. we are turning the rich and diverse latam financial ecosystem into a set of developer-friendly tools and apis.we’re a highly-technical, passionate and driven team. we have offices in barcelona, mexico city and são paulo and some of us work remotely. we are tackling a very challenging problem: connecting fintech innovators with legacy financial infrastructure.our tech stack: we use javascript, vue.js and sass on the frontend. we mainly use python on our backend. we are developing and leveraging our own design system and component library. we use mixpanel, fullstory, abstract, storybook and other modern tools for product analytics and design collaboration. we follow continuous integration and continuous delivery best practices. your challenge: build applications, ui components and libraries that power the platform that impacts every belvo client, whether they’re an end-user or a developer. ensuring our ui components and libraries are reliable, scalable, secure, and extensible. implement client-facing interfaces such as sdks, that can be dropped into third-party applications. contribute in the decision making and development phases of client-facing features and their ux/ui. work closely with other product engineers to identify pain-points and architect solutions. you can be part of the gang if: 3+ years of experience building scalable component libraries, design systems, and tools using javascript. experience in fast-paced startup environments. experience in saas or developer-tool type software products deep understanding of modern javascript frameworks (vuejs, react, etc.) a combined passion for great user experience and api design. empathy, a collaborative spirit, and the ability to work effectively with a team. a desire to work closely with developers who depend on your libraries to deliver customer value. you appreciate good documentation, internal and external. attention to detail, especially around performance, reliability, and security. amazing if: fintech past experience relevant programming knowledge in other languages pixel-perfect design will give you bonus points ;) previous experience with vuejs our perks: 🚀 stock options (we are all owners and this is very important to us)🔆 flexible working hours🎊 paid time off on your birthday🍻 friday happy hours after our weekly team meetings🙋 training budget😎 team building events🙀 bank holidays swap inside the same month 🔋 fitness/ wellness stipends🚀 yearly offsite fully remote you can work from anywhere in the world. remote work policy fully remote candidates can reside anywhere in the world."
"
Full-Stack Developer
";we're a global technology company dedicated to connecting sports fans with the content they love. our mission is to leverage new technologies and innovative business models to optimize the sports value chain, reinventing the way rights holders, brands and fans connect and engage with each other, and our goal is to build the world’s premiere digital destination for viewing, engaging with and monetizing sports content.we want an a-team player to continue to enhance our growth and become the champions of this industry. we want you to stop being a substitute and become our star striker to lead us to win by a landslide. we are currently looking to hire a fullstack developer ⚙️ who will join us to contribute with knowledge and give it all on the field. duties and responsibilities 💻 develop new applications according to customer requirements help maintain and improve current systems help develop and maintain micro services and lambdas in node.js required qualifications and skills 👩🏼‍🚀 you have up to 2 years of experience working with the following technologies: javascript (node.js, express, react, nextjs) python aws lambda aws s3, ec2, others aws api gateway mongo db github bitbucket devops apis development and implementation front-end frameworks: react serverless apps: docker, aws lambda, ecs, fargate preferred qualifications and skills 👩🏻‍🎨 general mobile native apps development knowledge: swift, kotlin, java knowledge in ci/cd tools redis elastisearch design patterns knowledge unix operative systems management more about us ⚽ at fz sports you will work with a multicultural, dynamic and challenging team. it goes without saying that no player faces challenges alone, because in our company you will have the best coaches and players in the tech industry to support you and help you win this tournament. we need a team player, proactive, self-sufficient, and motivated enough to be part of our dream team!we want enthusiastic and hard-working a-team players, willing to get involved in a growing industry with a rapidly changing environment. if you think you have what we are looking for, don’t think about it twice and apply to join our team!some of the benefits & perks of working with us 🙌 work from anywhere in the world! unlimited vacation & personal days day off for your birthday flexible hours computer free subscription to fanatiz academic & referral program fully remote you can work from anywhere in the world. flexible hours flexible schedule and freedom for attending family needs or personal errands. partially remote you can work from your home some days a week. computer provided fz sports provides a computer for your work. informal dress code no dress code is enforced. vacation over legal fz sports gives you paid vacations over the legal minimum. beverages and snacks fz sports offers beverages and snacks for free consumption. remote work policy fully remote candidates can reside anywhere in the world.
"
Desarrollador RoR
";innk es un software de gestión digital de la innovación, conectando colaboradores internos, clientes y emprendedores para desarrollar ideas y proyectos innovadores de manera eficiente y eficaz. actualmente estamos buscando alguien para apoyar en desarrollos entre varios proyectos inter empresa . buscamos profesionales dedicados, flexibles, comprometidos y dispuestos a aprender de diferentes rubros y personas. somos una compañía que cree firmemente en la participación y el aporte de todas las personas, donde tu voz será decisiva. funciones del cargo sus principales objetivos serán: desarrollo de funcionalidades nuevas con ror en el software. desarrollo de mejoras para funcionalidades ya existentes en ror. diseñar y modelar bases de datos para funcionalidades existentes o nuevas. implementar comportamientos frontend con jquery y vue.js. colaborar en los diseños de funcionalidades junto con equipos multidisciplinarios internos y externos. requerimientos del cargo se busca profesional titulado/licenciado de ingeniería informática, ingeniería en computación u otra carrera con especialización afín con por lo menos 1 año de experiencia.conocimientos mínimos, requeridos para el cargo: haber estudiado carrera de informática o computación. excluyente. 1 año de experiencia. manejo avanzado de lectura en inglés. experiencia demostrable en ruby on rails. conocimiento de algún lenguaje frontend como angular, vue.js o react.js manejo modelando bases de datos relacionales. conocimientos deseables: administración de servidores, servicios amazon web services y/o heroku. conocimiento en github. actitudes esperables: apasionado/a por el aprendizaje. metódico y sin miedo a consultar dudas. capacidad de trabajo con equipos multidisciplinarios. responsabilidad y compromiso con los acuerdos. alta proactividad (proponer ideas y soluciones innovadoras). capacidad de trabajar bajo presión. capaz de trabajar orientado a metas. flexibilidad y autonomía. condiciones te ofrecemos bono equivalente a 1 sueldo base según desempeño contrato indefinido después de 3 meses 4 semanas de vacaciones 3 días de teletrabajo jornada de 41 horas (no 45) aguinaldo oficina al lado del metro los leones ambiente relajado trabajo con equipo multidisciplinario (diseñadores, ingenieros, sociólogos, etc.) flexible hours flexible schedule and freedom for attending family needs or personal errands. partially remote you can work from your home some days a week. informal dress code no dress code is enforced. vacation over legal innk gives you paid vacations over the legal minimum. remote work policy temporarily remote during covid-19 position is remote only during covid-19-related restrictions.
"
Ingenieros Angular Front-end
";somos una empresa de tecnología, joven, con alta experiencia en tecnología para servicios financieros, a la que le encantan los desafíos y la innovación.estamos seguros que la transformación digital es un pilar fundamental en la organizaciones y nosotros estamos apostando tanto en la innovación como en el proceso tecnológico que conlleva la transformación de las empresas a través de un equipo ágil basado en la confianza y el ambiente grato de aprendizaje y crecimiento permanente. funciones del cargo como ingeniero angular front end trabajarás en el área de desarrollo web y móvil, formando parte de una o más células ágiles de desarrollo, interactuando con un equipo con otros ingenieros angular front end . estarás enfocado principalmente en el desarrollo de portales web para la industria financiera, pero podrás explorar otras industrias en la medida que vayan surgiendo nuevos proyectos. serás supervisado a diario por un líder técnico y un scrum master y responderás a los requerimientos expresados por un product owner, que puede ser interno o un ser parte del equipo de un cliente. como ingeniero angular front-end: desarrollarás, bajo la supervisión del líder técnico, la interfaz de usuario de sitios web y aplicaciones móviles usando el framework de desarrollo angular de acuerdo a las especificaciones funcionales, ux y diseño entregado por el equipo de trabajo. desarrollarás, bajo la supervisión del líder técnico, tests unitarios de código de front-end, trabajando de forma colaborativa con los diferentes roles de una célula ágil, basado en buenas prácticas de ingeniería de software como clean code, testing, ci/cd, entre otras. invocarás, bajo la supervisión del líder técnico, apis para integrar el backend y la capa de datos a vista del usuario, cautelando tanto la usabilidad, como el rendimiento y seguridad. aportarás al diseño visual implicada en la la experiencia de usuario. requerimientos del cargo experiencia en desarrollo de software y aplicaciones web. conocimientos en angular, integraciones rest y apis. experiencia en diseñar y construir aplicaciones web responsive con una interfaz amigable, utilizando angular, javascript, html5, css, bootstrap. tener pro-actividad, responsabilidad, compromiso y buena comunicación con el equipo. conocimiento de metodologías ágiles, como scrum y kanban. opcionales se valorará la experiencia en otros marcos de trabajo y lenguajes de programación relevantes. condiciones renta acorde al mercado.puedes vivir en cualquier ciudad, pero debes contar con ciudadanía chilena o ser extranjero/a con visa temporaria o permanencia. seguro complementario. aguinaldos de fiestas patrias y navidad. flexi day: un día libre por semestre. party time: medio día libre para tu cumpleaños y el de tus seres queridos. bono digital, para plataformas de entretenimiento. reajuste anual de acuerdo al ipc 100% teletrabajo permanente. fully remote you can work from anywhere in the world. health coverage 42labs pays or copays health insurance for employees. computer provided 42labs provides a computer for your work. informal dress code no dress code is enforced. remote work policy fully remote candidates can reside anywhere in the world.
"
Software Engineer
";¡si quieres crear, desarrollar, innovar y ser dueña/o de tu propio crecimiento, este desafío es para ti!se encuentra en búsqueda de system engineer quien será el responsable de ejecutar la configuración, mantenimiento y documentación de aplicaciones, servidores, sistemas informáticos basados en plataformas middleware, con el propósito de mantener su continuidad operacional y resguardar que su funcionamiento esté de acuerdo a los lineamientos técnicos establecidos, en el marco de los estándares de calidad y seguridad de la organizaciónprincipales funciones:mejora continua, resolución de incidentes, desarrollo de arquitecturas acorde a las necesidades del negocio, revisar y proponer mejoras a proyectos en lo que respecta a middleware.aplicar y promover las mejores prácticas en diseño, gestión y operación en middleware para los aspectos de continuidad del negocio, ahorro de costos y seguiridad informática. funciones del cargo mejora continua, resolución de incidentes, desarrollo de arquitecturas acorde a las necesidades del negocio, revisar y proponer mejoras a proyectos en lo que respecta a middleware.aplicar y promover las mejores prácticas en diseño, gestión y operación en middleware para los aspectos de continuidad del negocio, ahorro de costos y seguiridad informática. requerimientos del cargo comocimientos básicos de sistemas operativos windows server, linux (redhat, suse y centos)conocimientos de java virtual machine y debugging (necesario)conocimientos de ibm websphere, oracle weblogic, apache tomcat, jboss y wildfly (necesario)conocimientos intermedios de itilconocimientos básicos de arquitectura empresarial (togaf, fea u otro)conocimientos intermedios de arquitecturas en clúster y balanceadores y filesystem resilientes.conocimientos básicos de bases de datos (oracle, ms sql server, ibm db2, etc.conocimientos básicos de herramientas apm (dynatrace, appdynamics, new relic, etc.)conocimientos básicos de tcp/ip-tener experiencia previa relacionada a lo requerido.-desarrollo en bases de datos oracle, sql server, postgres.-experiencia en frameworks como angular, react, dom, json conditions health coverage cencosud s.a pays or copays health insurance for employees. computer provided cencosud s.a provides a computer for your work. beverages and snacks cencosud s.a offers beverages and snacks for free consumption. remote work policy temporarily remote during covid-19 position is remote only during covid-19-related restrictions.
"
Ingeniero Informático Recién Egresado
";somos everis an ntt data company, compañía multinacional líder en servicios it, nos dedicamos a la consultoría y outsourcing abarcando todos los sectores del ámbito económico. somos una compañía formada por 24.500 profesionales presentes en europa, usa y latinoamérica.en 2014 nos unimos al grupo ntt data, la sexta empresa de servicios it del mundo, con 100.000 profesionales y presencia en asia-pacífico, oriente medio, europa, latinoamérica y norteamérica.por encima de todo creemos en las personas, en su desarrollo integral y en el talento que representan. en everis apostamos firmemente por el talento, y nuestro principal objetivo es conseguir un alto rendimiento profesional al crear un contexto de libertad responsable. trabajar en everis es formar parte de un gran equipo humano diferencial, tendrás la oportunidad de unirte a proyectos de transformación tecnológica y ser protagonista tu propia historia de crecimiento profesional.conoce más de nosotros en: https://www.everis.com funciones del cargo analizar y construir los componentes y/o piezas de software que componen la solución tecnológica que sean requeridas por la jefatura o cliente. probar unitaria e integralmente los componentes construidos. documentar técnica y funcionalmente la solución tecnológica implementada. requerimientos del cargo técnico en ejecución en informática, ingeniería en informática, analista programador o carrera afín. conocimientos requeridos: java.conocimientos deseables: desarrollo web base de datos relacionales y no relacionales. conocimientos en pruebas unitarias. opcionales años de experiencia: de 0 hasta 1 año de experiencia en el cargo o similar. condiciones nuestros modelo retributivo consta de renta competitiva de mercado, seguro de vida, seguro médico gratuito para ti y tus cargas legales, seguro dental, asignación de colación y variados beneficios de conciliación y equilibrio de la vida laboral y profesional. life insurance ntt data europe & latam pays or copays life insurance for employees. remote work policy temporarily remote during covid-19 position is remote only during covid-19-related restrictions.
"
Software Engineer
";biotechnology is reinventing the future of everything: fuels, fabrics, pharmaceuticals, food, almost every sector of the economy will be touched by it. at teselagen we are building an artificial intelligence-enabled operating system for biotechnology. our platform bridges the gap between biologists who are designing valuable products – like vaccines, biologic medicines, and sustainably sourced chemicals – lab technicians who are running and optimizing experimental workflows, and bioinformaticians who analyze experimental data and have to recommend new experiments. this modern approach coupled with machine learning has opened the door for a radical transformation of biology and a rapid expansion of potential applications. teselagen was founded by a team of stanford, harvard and u. of california graduates and has raised funding from governments and private investors. job functions as a software engineer, you will be at the front of teselagen’s engineering strategy. this includes developing high quality code. this role is ideal for individuals looking to develop enterprise technology and scientific software solutions. you will be working with a small but talented team of highly motivated individuals that excel in a fast-paced environment. some specific functions for this role: be part of our development team and contribute to our product's codebase. design and implement components that will translate into new features of our platform. work closely with the engineering and product teams, and with top management, to meet goals. participate in technical meetings with selected partners. qualifications and requirements bs, ms. or phd computer science degree. solid knowledge of programming, data structures, algorithms, and databases. solid software engineering skills for prototype development and the implementation of experimental setups. experience with javascript and full-stack web technologies. fluent in english. desirable skills plus: specific studies in machine learning, data mining, or similar experience. strong plus: knowledge in bioinformatics and/or genomics. benefits a highly impactful and creative role in a company with science and technology at its core. an amazing playground for machine learning applications. a high level of personal responsibility and a great deal of creative freedom. an honest and open feedback culture and individual development opportunities. competitive salary, work flexibility and benefits. traveling to company offices usa, as needed. flexible hours flexible schedule and freedom for attending family needs or personal errands. partially remote you can work from your home some days a week. computer provided teselagen spa provides a computer for your work. informal dress code no dress code is enforced. remote work policy locally remote only position is 100% remote, but candidates must reside in santiago.
"
Analista Programador Full-Stack Inglés
";"¿por qué elegir accenture?en accenture contamos con cuatro áreas de negocio: strategy & consulting, technology, operations e interactive. cada una de estas áreas ofrece una experiencia profesional única, capacitaciones constantes, trabajo enequipo y una cultura que promueve la diversidad e inclusión, manteniendo el foco hacia la innovación, colaboración y transformación de nuestros clientes. sobre nosotros: + de 420.000 colaboradores a nivel global. + de 1.200 colaboradores en chile. proyectos en diversas industrias. en accenture, estamos convencidos de que la diversidad es la fuente más importante de innovación y competitividad para las organizaciones y las economías que la promueven. al ser una organización inclusiva ofrecemos un ambiente donde todas las personas puedan expresar quiénes son realmente y sentirse aceptadas, tanto en el ámbito profesional como personal, sentimos orgullo de nuestra gente, talento, y de quienes somos. ¡anímate a dar el próximo paso! job functions actualmente nos encontramos en la búsqueda de un analista programador fullstack - inglés deseable para formar parte de nuestro equipo de technology. para permanecer en la cima, avanzamos y crecemos a escala trabajando con las últimas tecnologías, aprovechando nuestra red global para compartir información y las últimas tendencias. enfocamos nuestra búsqueda en profesionales flexibles, proactivos, orientados a trabajar en equipo, con ganas de aprender y un espíritu innovador. qualifications and requirements para destacar y enfrentarlos mejor se requiere conocimientos y experiencia en: · .net framework 2.0 hasta .net core 3.1· c#· angularjs y/o angular 7 y o 8· jquery· sql server y/o oracle· aws y/o azure desirable skills deseables:· devops· certificaciones aws cloud practitioner y o azure fundamentals· certificaciones devops a nivel de fundamentos ci cd· pipelines en azure devops· sharepoint online spo· microsoft power platform; powerapps, powerbi y powerautomate · inglés hablado y escrito conditions contamos con asistencia especial para quienes postulan a nuestra empresa y presenten alguna discapacidad que así lo requiera. excelentes beneficios en comparación al mercado. flexible hours flexible schedule and freedom for attending family needs or personal errands. partially remote you can work from your home some days a week. health coverage accenture pays or copays health insurance for employees. computer provided accenture provides a computer for your work. informal dress code no dress code is enforced. remote work policy temporarily remote during covid-19 position is remote only during covid-19-related restrictions."
"
Front-end (React) Developer
";about the companywelcome to litslink, a forward-looking software development company.we utilize the power of innovation to create state-of-the-art solutions for businesses worldwide. our team consists of 220+ best-in-class software engineers, designers, and business analysts who have substantial expertise in mobile, web, cloud, ai, vr & ar technologies.we build mobile and web applications. job functions solve technically complex tasks be responsible for overall system architecture, scalability, reliability, and performance active participation in the meetings with clients, pms, qas, designers, plus internal must attend meetings requirements at least 3-year professional experience in software development strong proficiency in js, es6 solid knowledge and practical experience with reactjs framework experience with redux-saga/redux-thunk experience with reselect experience with react router curiosity and desire to raise your engineering barrier every day self-driven, highly technical and ready to face challenges ability to work in a fast-paced startup development environment working proficiency and communication skills in verbal and written english knowledge of node.js is a big plus benefits fully remote work, thus flexible hours english group/individual lessons provided by the company free of charge great opportunity to develop in a strong multicultural environment a chance to be a mentor and career growth opportunities opportunity to visit or relocate to ukraine (traveling and living expenses compensated by the company) competitive salary (regularly reviewed based on your performance) generous vacation policy conditions fully remote you can work from anywhere in the world. flexible hours flexible schedule and freedom for attending family needs or personal errands. informal dress code no dress code is enforced. remote work policy fully remote candidates can reside anywhere in the world.
"
React J.S Developer
";paktolus group is a high technology company specialized in outsourcing software development services that deliver agility, assurance, and resiliency to it and business operations. we are recognized for our comprehensive portfolio of services, a strong commitment to sustainability, and good corporate citizenship.​ our core competencies are in devops and infrastructure, data analytics and data science, mobile and wearables, application development, ecommerce and analytics, and xr technology, including virtual, augmented, and mixed reality applications. our worldwide clients are in such sectors as insurance, e-learning, claims, political campaigns, luxury retail including jewelry and eyewear, automotive, legal services, and pharmaceuticals. job functions job summary:we are looking for a great javascript developer who is proficient with react.js. your primary focus will be on developing user interface components and implementing them following well-known react.js workflows (such as flux or redux). you will ensure that these components and the overall application are robust and easy to maintain. you will coordinate with the rest of the team working on different layers of the infrastructure. therefore, a commitment to collaborative problem solving, sophisticated design, and quality product is important.responsibilities: developing new user-facing features using react.js building reusable components and front-end libraries for future use translating designs and wireframes into high quality code optimizing components for maximum performance across a vast array of web-capable devices and browsers coordinating dependencies with other external teams proven work experience in ui development and team handling qualifications and requirements key skills: ability to understand business requirements and translate them into technical requirements a good understanding of the latest ui/ux practices knowledge of typescript is plus strong proficiency in html, css, sass, bootstrap, javascript, including dom manipulation and the javascript object model thorough understanding of react.js and its core principles familiar with redux (redux principles, reducers ) familiarity with newer specifications of ecmascript/typescript knowledge of material ui react is plus familiarity with restful apis knowledge of modern authorization mechanisms, such as json web token familiarity with modern front-end build pipelines and tools experience with eslint/tslint is plus experience with common front-end development tools such as babel, webpack, npm, etc. experience with testing framework (such as jest or mocha) familiarity with code versioning tools such as git/gitlab. desirable skills experience with eslint/tslint is plus knowledge of material ui react is plus knowledge of typescript is plus conditions fully remote you can work from anywhere in the world. flexible hours flexible schedule and freedom for attending family needs or personal errands. remote work policy fully remote candidates can reside anywhere in the world.
"
WordPress Developer
";paktolus group is a high technology company specialized in outsourcing software development services that deliver agility, assurance, and resiliency to it and business operations. we are recognized for our comprehensive portfolio of services, a strong commitment to sustainability, and good corporate citizenship.​ our core competencies are in devops and infrastructure, data analytics and data science, mobile and wearables, application development, ecommerce and analytics, and xr technology, including virtual, augmented, and mixed reality applications. our worldwide clients are in such sectors as insurance, e-learning, claims, political campaigns, luxury retail including jewelry and eyewear, automotive, legal services, and pharmaceuticals. job functions designing and implementing new features and functionality. establishing and guiding the website's architecture. ensuring high performance and availability and managing all technical aspects of the cms. helps formulate an effective, responsive design and turning it into a working theme and plugin. qualifications and requirements summary:we are seeking a wordpress developer responsible for both back-end and front-end development, including creating wordpress themes and plugins. the candidate should have a strong understanding of industry trends, database knowledge, and content management systems. experience with responsive and adaptive design is strongly preferred. also, an understanding of the entire web development process, including design, development, and deployment is preferred.required candidate profile: good understanding of front-end technologies, including html5, css3, javascript, jquery experience building user interfaces for websites and/or web applications experience designing and developing responsive design websites comfortable working with debugging tools like firebug, chrome inspector, etc. ability to understand css changes and their ramifications to ensure consistent style across platforms and browsers ability to convert comprehensive layout and wireframes into working html pages knowledge of how to interact with restful apis, soap apis, and formats (json, xml) strong understanding of php back-end development and having database knowledge superb attention to technical (writing high-quality code) details and programming skills excellent verbal and written communication and interpersonal communication skills, including the ability to liaise and negotiate working and contributing to a team with proven experience building relationships with internal and external stakeholders prompt resolutions to system issues/concerns with recommendations conditions fully remote you can work from anywhere in the world. flexible hours flexible schedule and freedom for attending family needs or personal errands. informal dress code no dress code is enforced. remote work policy fully remote candidates can reside anywhere in the world.
"
Desarrollador(a) Web C#
";en antara mining buscamos dar solución a problemáticas de procesos mineros, basados en trazabilidad, eficiencia y mucha creatividad. lo anterior es un constante desafío que nos exige conocer las últimas tecnologías y por supuesto contar con los mejores profesionales en nuestro equipo.somos una empresa de antofagasta, creada el 2012 por 2 emprendedores endeavor, quienes acompañados de un equipo de tremendos profesionales ha logrado posicionar productos en grupos mineros internacionales (ligas mayores) y que compite con grandes fábricas de software minero australianas, europeas y norteamericanas principalmente. creemos que desde chile se puede poner software minero en el concierto mundial y allá vamos! la industria minera es apasionante, muy tecnologizada y en la que la innovación está comenzando a penetrar.tenemos oficina en antofagasta y santiago y en proceso de expansión a otros países. estamos creciendo y para eso buscando ampliar nuestro equipo. ¿conoces o quieres conocer la industria minera? nuestros principales clientes son las mas grandes compañías mineras del país por lo que si tienes algún tipo de experiencia sería un gran plus. si no conoces la industria no te preocupes, te invitamos a conocer un cliente muy interesante que a través del desarrollo de nuestro producto y la participación en nuestro equipo te hará adquirir una experiencia importante para tu desarrollo profesional.buscamos a un desarrollador web c#, dispuesto a participar en un gran equipo de profesionales, aportar sus conocimientos, energía y entusiasmo.estamos abiertos a todo tipo de aportes, nuevas tecnología e innovaciones que permitan potenciar y hacer crecer el producto entregando valor a nuestros clientes.funciones del cargo: participar activamente en reuniones de definición y diseño de requerimientos implementar requerimientos del backlog de producto que le sean asignados realizar entrega de requerimientos en reuniones periódicas (10 a 15 días) apoyar al equipo con conocimientos y en resolución de problemas. éxito: entrega de implementación de requerimientos en los plazos establecidos completitud y calidad de las implementaciones realizadas evaluación positiva (por observación) de jefe de proyecto y/o de área requerimientos del cargo sólo necesitas conocer y aplicar bien las tecnologías microsoft .net y relacionadas. principalmente:- asp .net mvc5- microsoft sql server- javascipt, css3, html5 y librerías típicas del desarrollo web (jquery, bootstrap, etc.) opcionales ojalá tengas un muy buen nivel de inglés. beneficios trabajarás en un grato ambiente laboral, con un gran equipo.no trabajarás para tu cumpleaños.tendrás la opción de trabajar desde tu casa.podrás acceder a capacitaciones y eventos de aprendizaje #noparamosdeaprender.seguro complementario de saludviernes flexible y días adicionales libres durante el año fully remote you can work from anywhere in the world. flexible hours flexible schedule and freedom for attending family needs or personal errands. internal talks antara mining offers space for internal talks or presentations during working hours. partially remote you can work from your home some days a week. computer provided antara mining provides a computer for your work. performance bonus extra compensation is offered upon meeting performance goals. personal coaching antara mining offers counseling or personal coaching to employees. conference stipend antara mining covers tickets and/or some expenses for conferences related to the position. informal dress code no dress code is enforced. vacation on birthday your birthday counts as an extra day of vacation. remote work policy fully remote candidates can reside anywhere in the world.
